,text,result,scores
21,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
22,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
23,"RT @sakak_musdom: @richardker Privacy concerns aside, the biggest problem with cashless is bail-ins. Malaysians must avoid fully relying on…",Negative,22.4
24,"RT @toastmylove: The way to support is being willing to embrace whatever he wants to tell, stressing is inappropriate and I can’t care less…",Positive,27.6
25,"RT @honeymoonluve: Pack novo na área, vem gozar com essa Hinata safadinha 

Quase 20 mídias desse pack free lá no Privacy https://t.co/Z6Xw…",Positive,12.9
26,"RT @bojourneys2237: ดราม่านี้วนมาอีกแล้ว หัวข้อวิจัยเล่มจบ
ป.โท ของเราเอง หลังจากรันสถิติ
ผล SPSSออกมาชัดเจน 
ตามในรีพลายทวีตนี้เลย
คือคนไท…",Neutral,100.0
27,RT @stellelucevan: แต่เค้าละเมิด privacy เด็กค่ะ,Neutral,100.0
28,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
29,"RT @Yourw41futv_: Promoção de Halloween no 🧡 Privacy 🧡 por R$20 mensal para meus seguidores 🇧🇷 ~

Disponível até 31/10, então aproveitem es…",Negative,10.4
30,"RT @bunny_tgirl: Do you want sit here? 💦🍆
♡ ONLYFANS https://t.co/wbyt2ELgCT
♡ PRIVACY https://t.co/sjlIkV9yVr https://t.co/EJ2IjagrMZ",Positive,9.8
31,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",Neutral,100.0
32,"RT @Neguinhteusonho: Qm gosta de fude nos mato? 🌿🍑

@Adilson_santos9 

Assinem nosso privacy 🔓📲 https://t.co/iSiS0LWGwJ

Promoção disponíve…",Neutral,100.0
33,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
34,"RT @Neguinhteusonho: Qm gosta de fude nos mato? 🌿🍑

@Adilson_santos9 

Assinem nosso privacy 🔓📲 https://t.co/iSiS0LWGwJ

Promoção disponíve…",Neutral,100.0
35,"RT @tempestadepv: ✨ atualizei o privacy ✨

Vídeo gostoso demais passando hidratante no meu corpinho com a bceta peludinha falando bastante…",Negative,12.1
36,"RT @swlover4: Privacy por apenas R$30, com MAIS de 160 mídias 🔥🔥(aceita pix) https://t.co/HoK4G7XG0v 

OF por apenas $6🔥🔥
https://t.co/jY5G…",Neutral,100.0
37,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
38,RT @sapph7c: respecting someone's privacy isn't limited to the country or type of people they come across. it's basic fucking knowledge and…,Positive,19.6
39,"RT @Chloewaifu: 😈Posso dançar assim de 4 para você?

🇧🇷 Assine meu privacy link nos comentários 💋 https://t.co/pxqp0EaMIi",Neutral,100.0
40,"RT @indprivacy: 💗 PRIVACY POR R$14 💗 
Semana de promoção no meu privacy, aproveitem pra ter acesso a todos meus conteúdos mais gostosos e c…",Negative,9.9
41,"RT @JennyGlover40: This is my NO to self id. Women need same sex spaces for safety, privacy and dignity #NoToSelfID #ThisIsMyNo #nomeninwom…",Positive,20.0
42,RT @JaooBarcelox: Vídeos novos só passar lá no site🏃🏻‍♂️💨https://t.co/nse75XYOVL https://t.co/MKDX5gQx0p,Negative,19.6
43,"RT @HelenHalpin7: Why vote? What’s this election even about?

It’s about women’s rights — to reproductive choice &amp; privacy.

It’s about Soc…",Neutral,100.0
44,RT @w8vendor: ฟิล์มแบบ privacy คือกันคนขี้เสือกได้จริง เล่นบน bts ก็ไม่ต้องมาระแวงใคร ไม่มีใครมาเห็นเงินในบัญชีนอกจากเรา มีบล็อคให้ติดเองด้…,Neutral,100.0
45,"RT @bojourneys2237: ดราม่านี้วนมาอีกแล้ว หัวข้อวิจัยเล่มจบ
ป.โท ของเราเอง หลังจากรันสถิติ
ผล SPSSออกมาชัดเจน 
ตามในรีพลายทวีตนี้เลย
คือคนไท…",Neutral,100.0
46,"RT @bunny_tgirl: Come with me 🐰💖
♡ ONLYFANS https://t.co/wbyt2ELgCT
♡ PRIVACY https://t.co/sjlIkV9yVr https://t.co/m31Cebz52z",Neutral,100.0
47,"RT @Escorpiao1997: Someone to suck my dick?

Onlyfans $5,99🔥

https://t.co/E8rrU67EMX

Privacy R$25,00 🇧🇷

https://t.co/q327pUi6vX

My seco…",Negative,30.7
48,"RT @talita288160182: Meu amor sentando no pau do amante fixo quer ver os vídeos desse encontro acesse o link
https://t.co/imMarv8mys https:…",Positive,16.5
49,"RT @ProtonPrivacy: Like with @ProtonMail there is a free version of @ProtonDrive, because we believe everyone has a right to privacy. Our m…",Positive,23.4
50,"RT @dusa_ue: Primeira vez com plug anal🫣🔥

- 🔥Incluso na assinatura do privacy esse e outros vídeos…
             •R$20,00•

- 🔥Disponível…",Neutral,100.0
51,"semoga dia gak ngurusin komen2 gt sih ya, anaknya sih gak bakal peduli cuma takut yang diserbu ceweknya, semoga tidak. let's leave something that's not ur bussiness. give them some privacy ok :)",Positive,19.5
52,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
53,"RT @malokaparaibano: E ai, a fim de um trisal? 👅😏

👇🏻VIDEO COMPLETO ASSINE👇🏻
https://t.co/2gj6WxO7EW https://t.co/1056pR4W6I",Neutral,100.0
54,RT @bloomingcurious: Young woman in the hospital cafeteria broke my heart. She was trying to eat but had to constantly wipe the tears off h…,Negative,15.6
55,"@lou_lulu3795 Hello Lou.. how are you doing... ? I was searchin for my old friends when I stumbled across your profile. You look beautiful,  you worth talkin to. I'm so sorry for breakin into your privacy. can we be friends?.",Positive,21.0
56,RT @gst24cm: Cliente queria comprar camisinha cheia de porra 😏 então eu caprichei pra ele haha 🥵🍆💦 muita porra pro meu putinho… 🔞 mais cont…,Positive,12.0
57,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
58,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
59,"RT @DenbrotS: @JoyceWhiteVance The Dominionist rejected The Constitution for feelings of grandeur. Four others joined with Alito.
It’s his…",Neutral,71.7
60,RT @speliviaaa: I feel like I’m invading their privacy on almost all their scenes 😭,Positive,17.2
61,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
62,"RT @seuvitao: Vídeo completo no privacy 

https://t.co/IVniMuomtC

🔥🔥🔥🔥🔥 https://t.co/uIGDBqUtjK",Negative,21.6
63,RT @Iamluannax: Completo no privacy 🫣🤤 https://t.co/qAIEqCb31q,Negative,26.8
64,"RT @Adilson_santos9: Gozou gostoso levando uma mamada nas bolas💦💦 tomei todo leitinho😋🔥

@Neguinhteusonho 

https://t.co/lEPZShPKGh

Onlyfa…",Neutral,100.0
65,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
66,"RT @novinhoug: Quem quer vir tirar minha bermuda assim também? 😏🥵

Perfil novo no privacy: https://t.co/ufUV5jJLHO 

Assinem e vejam esse e…",Negative,10.4
67,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
68,https://t.co/xSKIyZFpYW,Neutral,100.0
69,RT @SabraMBoyd: Prioritizing safety over privacy was repeatedly emphasized. Amazon and Ring presenters celebrated giving police video foota…,Positive,43.1
70,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
71,"RT @javerias: I lost friend, husband and my favourite journalist @arsched today, as per police he was shot in Kenya.
Respect our privacy an…",Positive,22.0
72,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
73,@a_j_u_z Whatsapp privacy settingisil,Neutral,100.0
74,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,Neutral,100.0
75,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
76,RT @TheGiaMilana: It’s been a minute. 😇 just wanted to check in and say hi! 🙈 I’ve been great! Actually experiencing joy regularly again. 🥰…,Positive,29.8
77,"RT @JohnMagrinho: Kero socar um Cu
Fazer de Buceta
Bater o leite até espumar
Quem se habilita?
😈🍆💦

Assista Meus Vídeos Completos
100% #BAR…",Neutral,100.0
78,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
79,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
80,"@HillaryJane35 we’re literally just asking people to respect his privacy &amp; personal space, those are basic fucking human rights, y’all really forget idols are humans too &amp; its sad",Negative,15.4
81,"RT @JohnMagrinho: Macho Barbudo do Pauzão Peludo Me Fudeu No Pelo Encheu Meu Cu de Leite 💦

Assista Esse e outros Vídeos Completos
100% #BA…",Negative,9.1
82,"RT @Adilson_santos9: Soca sem dó🍆🍑

@Neguinhteusonho 

Adquiram meus conteúdos novos🎥👅🔥😈

https://t.co/lEPZShxBs9

Privacy👉🏾 https://t.co/x…",Neutral,100.0
83,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
84,RT @mhmdabw19201924: Requesting $SOL funds from the #Stakely Faucet on the Solana blockchain. Request ID: II5UWAVP #privacy https://t.co/sP…,Neutral,100.0
85,"RT @liinsSarah: 30min de foda no privacy com esse novinho, ele enchendo meu cuzinho de leitinho no final e a porra saindo com ele metendo 🤤…",Negative,16.7
86,RT @Joanwestenberg: Crypto Privacy Is Humanitarian https://t.co/m2Q08OAssB,Neutral,100.0
87,"RT @JohnMagrinho: Soquei Piroca no Pelo e Leite no Rabão #GGW do Gordinho Gostoso 😋 

Assista Esse e Vários outros Vídeos
100% #BAREBACK no…",Negative,18.8
88,คือเอางี้นะ ทวิตเตอร์แยกไม่ออกหรอว่าจขทว.เขาไม่โอเคกับการละเมิด privacy เด็ก ไม่ใช่รำคาญ ถ้าโง่ขนาดนี้แนะนำให้ไปเรียนภาษาไทยใหม่ไม่ก็แดกสารหนูตายๆไปเถอะค่ะ https://t.co/2BbjcxhsfP,Neutral,100.0
89,"RT @mikepompeo: As the former CIA Director and Secretary of State, I can tell you this: Tik Tok is a Trojan horse for the Chinese Communist…",Neutral,100.0
90,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
91,"RT @casalputariacps: Pornô amador de um casal safado comendo um cu gostoso...
Completo no Privacy🔞
Link na bio😈

#casalputariacps #cruising…",Negative,10.4
92,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
93,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
94,@JENNIWOWW I feel like you should defend Angelina's privacy regarding her relationship and divorce. Everyone respected your privacy when you were going through yours.,Positive,21.1
95,"RT @eviebl4ck: 🇧🇷

Posts diários lá no meu Privacy! Link nos comentários amor 💗 https://t.co/4mJZr2x3S6",Positive,23.2
96,@TorontoStar @HeatherMallick I can see that this article is setting the scene for Trudeau's internet privacy bill.,Neutral,100.0
97,RT @LunaMyBabyPup: So seokjin is getting to know the city. Ppl saw him (they didn't say where to protect his privacy) walking around with s…,Positive,9.8
98,Free Dooplicator Airdrop @NtineChengeta @NilsGaillard @benji241 @Aminugambaki1 @GregoReales @knight_privacy @AbdsNft @charlen99315656 @Jjay_ohn @jorgedm12 @akirerdem7 @rudiger479 @Niicotina04 @medofloxin https://t.co/3Ihk5D8vbx,Positive,16.3
99,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
100,"RT @JennyGlover40: This is my NO to self id. Women need same sex spaces for safety, privacy and dignity #NoToSelfID #ThisIsMyNo #nomeninwom…",Positive,20.0
101,"@Changelly_team @PirateChain We all know that $ARRR is a solid stack-able privacy coin and the first choice for real Pirates. But besides that, what sets $ARRR apart from other privacy coins?",Positive,4.3
102,"RT @HeatherThomasAF: Psst!
EVERYONE'S Medical Privacy is on the ballot.",Neutral,100.0
103,"RT @Kss_py: ฟคบางคน defend ให้ทุกอย่าง ยกเว้น privacy ของเด็ก บอกอย่าดราม่าใส่เด็ก ก็พ่อแม่เองไม่ใช่หรอที่หมุนสปอตไลท์ไปหาเค้า

ลูกตัวเองก็…",Neutral,100.0
104,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,Neutral,100.0
105,"@Changelly_team @PirateChain As we know blockchain trilemma in terms of privacy, interoperability and scalability. however, could you please tell me what are the challenges in various blockchains and how did you overcome them? Can you sure Pirate Chain solved &amp; fixed the most common blockchain problems?",Positive,16.0
106,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
107,"RT @rodrigaobbc: Amo comer mulher casada 
E fazer o maridão de corno 
Ele olhando eu devorando a buceta da mulher dele 
😈🍆🔥

Vem ver como f…",Neutral,100.0
108,"RT @gst24cm: Vem cavalgar no teu agroboy dotadão bb… 🔥 
Site ➡️ https://t.co/mU6gDhg1XC
WhatsApp ➡️ https://t.co/T2IAmIVVef https://t.co/nZ…",Negative,12.8
109,"RT @Adilson_santos9: Soca sem dó🍆🍑

@Neguinhteusonho 

Adquiram meus conteúdos novos🎥👅🔥😈

https://t.co/lEPZShxBs9

Privacy👉🏾 https://t.co/x…",Neutral,100.0
110,"@Jaderocknroll48 Hello  Gwen..how are you doing... ? I was searchin for my old friends when I stumbled across your profile. You look beautiful,  you worth talkin to. I'm so sorry for breakin into your privacy. can we be friends?.",Positive,21.5
111,"RT @HeatherThomasAF: Psst!
EVERYONE'S Medical Privacy is on the ballot.",Neutral,100.0
112,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
113,RT @bamignoredme: Omg so a korean fan saw Jinyoung at a cafe? And he was looking hot as always but she didn't want to invade his privacy &amp;…,Positive,6.6
114,So why if I just glance at an IG live I gotta which one of my following watching it too? No privacy at all.,Negative,9.5
115,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
116,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",Neutral,100.0
117,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
118,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,Neutral,100.0
119,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",Neutral,100.0
120,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
121,RT @bamignoredme: Omg so a korean fan saw Jinyoung at a cafe? And he was looking hot as always but she didn't want to invade his privacy &amp;…,Positive,6.6
122,RT @babyxpal: ผู้ปกครองไทยไม่ค่อยเข้าใจ privacy ของลูกจนบางทีก้าวข้ามเส้นลูกตัวเองไป แต่ก็อยากให้ตัวเองเป็นcomfort zone ของลูก,Neutral,100.0
123,#GE agrees to settle class action lawsuit settlement for failing to prevent 2020 data breach. https://t.co/4m8ZVnt2hK #GeToo #geaviation #geaerospace #generalelectric,Negative,21.6
124,RT @fadinhamaju: Da leitinho na minha cara?!🤭💦 https://t.co/5bp4BK7cmD https://t.co/xOUephFlu2,Neutral,100.0
125,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",Neutral,100.0
126,RT @LouizaAlcott: @Dane__Garcia I didn't hear her complaining about private citizens having to disclose their medical vaccine record to wai…,Positive,8.1
127,"RT @rodrigaobbc: Aquela DP top 
Com a @goddess_vict 
Eu e a @BiancaferrazTS 
Socanos tudão nela.

that top DP

Vem conferir essa putaria go…",Positive,16.7
128,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
129,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
130,"@orangedmike @ProofOfWorker Wenn man blockchain nicht verstanden hat...
Welche Methode empfiehlst du um no kyc coins zu bekommen?
Welches Level an privacy brauchen wir wirklich? Sogar beim solo Mining doxxd man zumindest die IP",Negative,16.8
131,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
132,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
133,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
134,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
135,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
136,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
137,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
138,"RT @honeymoonluve: 🇧🇷 Gosta da visão?
set desse dia com muita buceta e cuzinho lá no Privacy

🇺🇸 Do you like this view?
set of this day wit…",Positive,9.5
139,"RT @Garoto_dopai: Fui la hehe
Era pra ser só um beijo no pau dele e acabei levando leite na cara. Vou colocar no privacy
https://t.co/DOKE9…",Negative,16.7
140,"@bhandari_bittu In the future, please ensure that you share your details via DM for the privacy of your Flipkart account by clicking the link below link. ^HA (2/2) https://t.co/5DoqNu396t",Positive,21.5
141,"RT @Defi_Eagle: 🌐 Gamified blockchain testing engine, @TriathonLab &amp; @TusimaNetwork announced Ecological Partnership.

🌐#Tusima is a zk-rol…",Neutral,100.0
142,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
143,"RT @mikepompeo: As the former CIA Director and Secretary of State, I can tell you this: Tik Tok is a Trojan horse for the Chinese Communist…",Neutral,100.0
144,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
145,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
146,"RT @Escorpiao1998: I woke up like this today, come and suckle me I want to give milk 🥵

More content and videos ⬇️

Onlyfans $5,99🔥

https:…",Positive,15.3
147,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
148,"The ten hottest e -commerce trends for 2022 and further

Recent highlights:

1. Apple iOS14 update to privacy and online monitoring has made it much more difficult for electronic commerce stores and other companies that use online advertising to efficiently and ...",Neutral,87.7
149,https://t.co/573YKXQKuo,Neutral,100.0
150,"RT @AMuyshondt: Blip! (Blip Me App - Bitcoin LIghtning Privacy MEssaging App), a secure messaging platform, will be presented to the attend…",Positive,12.4
151,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
152,"*♡ Catálogo: https://t.co/U6L4VCdic0
*♡ Privacy (R$ 15): https://t.co/vdTV5uKOtE",Neutral,100.0
153,"RT @mollybugle: No to self ID.
No to men in women’s prisons.
No to men in women’s rape shelters.
No to men in women’s spaces.
Just No. Wome…",Negative,41.6
154,"RT @Escorpiao1998: I got a hard-on in the bathroom on the bus, do you want to see what I did?

More content and videos ⬇️

Onlyfans $5,99🔥…",Positive,5.3
155,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",Neutral,100.0
156,RT @mmmaow02: คนไทยมันไม่เจริญหรอก อ่านแค่เมนชั่นทวีตนี้ เมนชั่นต้นทวีตก็รู้แล้วว่าคนไทยมันนอกจากโง่แล้วก็ไม่พยายามเรียนรู้เหี้ยอะไร แค่ตัว…,Neutral,100.0
157,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
